,date,T,Po,P,U,Td,water_level
375,2022-01-11,-9.925,758.725,777.2,66.5,-15.149999999999999,140.0
376,2022-01-12,-7.925,749.5,767.625,49.75,-16.8,140.0
377,2022-01-13,-14.366666666666667,748.4666666666667,767.0333333333333,83.0,-16.666666666666668,140.0
378,2022-01-14,-19.725,754.1500000000001,773.325,87.0,-21.35,140.0
379,2022-01-15,-19.85,751.5,770.55,87.5,-21.4,140.0
380,2022-01-16,-10.875,746.15,764.4,85.0,-13.025,139.0
381,2022-01-17,-2.7750000000000004,744.975,762.725,85.75,-4.975,138.0
382,2022-01-18,-1.1749999999999998,749.575,767.225,77.25,-4.75,132.0
383,2022-01-19,-9.45,753.325,771.625,82.25,-12.0,132.0
384,2022-01-20,-14.899999999999999,754.275,772.975,90.5,-16.125,132.0
385,2022-01-21,-12.025,757.4,776.0250000000001,88.0,-13.625,130.0
386,2022-01-22,-13.55,757.575,776.3,91.5,-14.675,130.0
387,2022-01-23,-14.025,757.85,776.625,88.0,-15.625,131.0
388,2022-01-24,-14.625,758.05,776.875,82.0,-17.075,130.0
389,2022-01-25,-11.625,756.675,775.225,77.25,-14.85,130.0
390,2022-01-26,-10.325,754.55,772.925,86.25,-12.25,130.0
391,2022-01-27,-11.075,756.925,775.45,88.25,-12.725,130.0
392,2022-01-28,-16.825,759.5,778.525,91.0,-18.0,130.0
393,2022-01-29,-17.825,757.5250000000001,776.575,88.0,-19.325,130.0
394,2022-01-30,-16.425,758.05,777.05,88.75,-17.875,130.0
395,2022-01-31,-17.1,757.775,776.775,88.0,-18.65,130.0
396,2022-02-01,-15.5,759.175,778.075,87.5,-17.125,129.0
397,2022-02-02,-16.375,760.275,779.3,88.0,-17.924999999999997,129.0
398,2022-02-03,-15.8,761.35,780.325,83.0,-18.1,129.0
399,2022-02-04,-12.15,761.65,780.4,77.75,-15.5,129.0
400,2022-02-05,-5.933333333333334,756.6,774.7666666666668,57.333333333333336,-13.233333333333334,130.0
401,2022-02-06,-3.3,753.975,771.925,43.75,-14.2,130.0
402,2022-02-07,-4.825,750.025,767.95,43.0,-15.675,130.0
403,2022-02-08,-11.5,754.05,772.575,78.25,-14.6,129.0
404,2022-02-09,-21.15,761.075,780.5,73.5,-24.674999999999997,128.0
405,2022-02-10,-23.25,765.05,784.7,75.25,-26.474999999999998,129.0
406,2022-02-11,-22.55,763.05,782.65,77.5,-25.45,130.0
407,2022-02-12,-20.875,761.725,781.125,80.0,-23.45,130.0
408,2022-02-13,-19.275,756.525,775.65,73.5,-22.925,130.0
409,2022-02-14,-18.650000000000002,753.6,772.6,70.25,-22.8,130.0
410,2022-02-15,-15.375,749.3,767.95,74.5,-19.05,130.0
411,2022-02-16,-11.875,749.9,768.3,77.75,-15.200000000000001,130.0
412,2022-02-17,-11.875,757.825,776.4250000000001,59.75,-18.35,129.0
413,2022-02-18,-9.625,755.9,774.3,70.5,-14.149999999999999,129.0
414,2022-02-19,-5.449999999999999,756.425,774.55,78.25,-8.85,129.0
415,2022-02-20,-8.649999999999999,759.025,777.45,79.75,-11.75,128.0
416,2022-02-21,-8.4,756.425,774.75,78.25,-11.825,130.0
417,2022-02-22,-4.7,749.55,767.45,66.0,-11.525,129.0
418,2022-02-23,-2.125,746.225,763.875,64.25,-8.425,128.0
419,2022-02-24,-2.25,751.6500000000001,769.45,69.75,-7.25,129.0
420,2022-02-25,-0.5249999999999999,747.3,764.9,66.25,-6.425000000000001,130.0
421,2022-02-26,-2.125,747.85,765.55,74.5,-6.15,128.0
422,2022-02-27,-3.2,753.575,771.4250000000001,64.75,-9.125,129.0
423,2022-02-28,-2.7,748.375,766.15,56.0,-10.9,129.0
424,2022-03-01,-3.5,745.5,763.225,67.25,-9.1,130.0
425,2022-03-02,-2.775,736.725,754.2,65.0,-9.025,130.0
426,2022-03-03,-7.550000000000001,745.875,763.875,66.0,-13.025,130.0
427,2022-03-04,-3.525,744.975,762.65,71.75,-8.05,130.0
428,2022-03-05,-1.625,740.85,758.375,62.75,-7.9,130.0
429,2022-03-06,-3.3333333333333335,740.6,758.1999999999999,87.33333333333333,-5.2,130.0
430,2022-03-07,4.725,734.975,751.925,63.25,-1.775,129.0
431,2022-03-08,3.175,737.225,754.3,61.5,-3.7750000000000004,129.0
432,2022-03-09,-7.825,748.7,766.825,53.25,-16.125,131.0
433,2022-03-10,-10.725,754.525,773.0,64.25,-16.575,130.0
434,2022-03-11,-13.133333333333333,755.5,774.1333333333332,58.0,-20.0,130.0
435,2022-03-12,-15.6,754.3499999999999,773.15,62.0,-21.45,130.0
436,2022-03-13,-16.425,755.075,773.975,65.0,-21.75,130.0
437,2022-03-14,-14.9,754.6,773.375,59.75,-21.475,131.0
438,2022-03-15,-13.55,757.5,776.225,61.5,-19.75,131.0
439,2022-03-16,-10.9,753.325,771.775,61.75,-17.475,131.0
440,2022-03-17,-8.275,754.025,772.3,52.75,-16.95,130.0
441,2022-03-18,-5.8,752.35,770.4,54.75,-14.25,130.0
442,2022-03-19,-5.35,751.95,769.95,64.75,-11.175,129.0
443,2022-03-20,-3.125,750.7,768.525,55.0,-11.55,130.0
444,2022-03-21,-0.5,746.7666666666668,764.3333333333334,38.333333333333336,-13.533333333333333,130.0
445,2022-03-22,-1.3250000000000002,743.325,760.875,53.75,-10.2,130.0
446,2022-03-23,-0.9,735.9000000000001,753.225,64.25,-6.925000000000001,130.0
447,2022-03-24,-2.175,738.9,756.375,65.0,-8.575,130.0
448,2022-03-25,-1.8,743.675,761.275,63.25,-8.125,130.0
449,2022-03-26,-0.3500000000000001,742.1,759.525,64.25,-7.05,130.0
450,2022-03-27,-3.5500000000000003,746.375,764.125,48.25,-13.55,130.0
451,2022-03-28,-4.35,748.95,766.875,53.0,-13.899999999999999,131.0
452,2022-03-29,-1.4500000000000002,750.825,768.55,49.25,-12.075,132.0
453,2022-03-30,2.85,751.575,769.025,55.5,-6.4,132.0
454,2022-03-31,4.4,755.525,772.95,51.25,-5.075,131.0
455,2022-04-01,8.65,751.125,768.25,43.25,-3.5999999999999996,132.0
456,2022-04-02,6.5,743.35,760.375,53.0,-3.175,132.0
457,2022-04-03,-0.8,750.625,768.325,74.0,-5.175,132.0
458,2022-04-04,-0.55,753.425,771.15,68.0,-6.5,132.0
459,2022-04-05,7.25,748.525,765.625,63.75,-0.07499999999999996,132.0
460,2022-04-06,12.399999999999999,742.175,758.8,48.25,0.75,132.0
461,2022-04-07,8.525,741.3,758.2,47.5,-3.05,125.0
462,2022-04-08,1.6,743.35,760.75,64.0,-5.15,126.0
463,2022-04-09,2.95,742.75,759.95,71.5,-1.9,126.0
464,2022-04-10,1.625,749.9,767.375,76.75,-2.075,126.0
465,2022-04-11,-0.0500000000000001,756.9,774.675,57.75,-8.175,125.0
466,2022-04-12,-0.925,757.0749999999999,774.925,70.75,-5.8500000000000005,120.0
467,2022-04-13,1.525,760.575,778.375,56.5,-7.425,120.0
468,2022-04-14,4.7250000000000005,760.65,778.2,41.5,-11.625,119.0
469,2022-04-15,7.575,753.9,771.1,34.25,-11.15,117.0
470,2022-04-16,10.0,750.6,767.5333333333333,39.666666666666664,-4.5,119.0
471,2022-04-17,15.125,744.6,761.2,29.75,-5.2,120.0
472,2022-04-18,12.149999999999999,742.65,759.325,36.25,-2.875,135.0
473,2022-04-19,5.033333333333333,743.2333333333332,760.4,31.333333333333332,-11.433333333333332,141.0
474,2022-04-20,4.975,743.175,760.3,44.25,-6.725,138.0
475,2022-04-21,6.825,739.575,756.475,47.0,-4.25,137.0
476,2022-04-22,4.725,732.75,749.625,84.75,2.175,135.0
477,2022-04-23,-2.325,744.275,761.9000000000001,45.75,-12.975,135.0
478,2022-04-24,-2.5,746.425,764.075,62.5,-9.075,141.0
479,2022-04-25,1.3,750.6666666666666,768.2333333333332,50.333333333333336,-8.366666666666667,145.0
480,2022-04-26,6.75,747.525,764.65,45.5,-6.4,144.0
481,2022-04-27,6.625,748.325,765.475,61.5,-0.4,143.0
482,2022-04-28,11.2,751.4,768.325,48.25,-2.525,144.0
483,2022-04-29,15.3,750.9,767.55,30.5,-3.375,147.0
484,2022-04-30,21.0,746.175,762.425,26.0,-0.07499999999999991,167.0
485,2022-05-01,13.475,743.05,759.65,42.0,0.4,189.0
486,2022-05-02,10.975,734.425,751.0,58.25,2.875,189.0
487,2022-05-03,9.025,737.625,754.35,48.5,-1.85,190.0
488,2022-05-04,6.074999999999999,747.15,764.3,56.75,-3.125,186.0
489,2022-05-05,8.3,748.825,765.9,40.0,-7.825,176.0
490,2022-05-06,14.0,742.675,759.25,26.0,-7.699999999999999,175.0
491,2022-05-07,13.1,739.3666666666667,755.9333333333334,19.666666666666668,-11.966666666666667,177.0
492,2022-05-08,4.175,748.775,766.075,38.0,-9.675,177.0
493,2022-05-09,4.475,752.8,770.225,36.5,-10.3,177.0
494,2022-05-10,6.275,754.8,772.15,36.5,-8.275,179.0
495,2022-05-11,8.1,756.25,773.525,35.0,-9.2,176.0
496,2022-05-12,13.05,752.325,769.15,27.0,-8.975,176.0
497,2022-05-13,16.125,747.9,764.5,21.75,-9.45,175.0
498,2022-05-14,19.05,744.775,761.125,21.5,-7.275,179.0
499,2022-05-15,21.575,742.05,758.175,25.5,-1.575,176.0
500,2022-05-16,21.225,741.05,757.15,41.5,7.6,179.0
501,2022-05-17,21.05,741.275,757.4,47.25,7.625,179.0
502,2022-05-18,19.53333333333333,739.8666666666667,756.0,50.333333333333336,8.1,181.0
503,2022-05-19,21.925,740.825,756.825,45.75,8.0,180.0
504,2022-05-20,21.450000000000003,740.775,756.85,41.75,6.5,180.0
505,2022-05-21,18.425,742.1,758.375,40.25,3.2249999999999996,180.0
506,2022-05-22,20.125,740.45,756.625,35.25,3.475,180.0
507,2022-05-23,17.375,744.5,760.9,50.25,5.8,179.0
508,2022-05-24,16.825,751.05,767.575,68.25,9.5,180.0
509,2022-05-25,20.6,745.425,761.675,50.5,7.525,180.0
510,2022-05-26,19.575,744.925,761.0,37.0,3.6500000000000004,181.0
511,2022-05-27,15.024999999999999,742.825,759.275,55.5,5.25,181.0
512,2022-05-28,16.333333333333332,744.9666666666667,761.4333333333334,41.666666666666664,0.4000000000000001,180.0
513,2022-05-29,16.975,741.825,758.2,39.0,1.075,181.0
514,2022-05-30,16.9,738.45,754.75,67.75,10.525,180.0
515,2022-05-31,16.925,737.625,753.9,56.75,7.925,180.0
516,2022-06-01,15.45,733.85,750.05,75.75,11.025,180.0
517,2022-06-02,13.625,731.85,748.15,80.25,9.85,173.0
518,2022-06-03,7.25,741.05,757.9000000000001,82.0,4.35,171.0
519,2022-06-04,4.8999999999999995,742.8,759.925,79.5,1.575,171.0
520,2022-06-05,8.333333333333334,744.8666666666667,761.8000000000001,74.33333333333333,3.1666666666666665,173.0
521,2022-06-06,10.15,742.5,759.275,74.75,5.525,172.0
522,2022-06-07,10.425,747.225,764.075,62.0,2.65,174.0
523,2022-06-08,8.4,745.1,762.0,71.0,3.3000000000000003,174.0
524,2022-06-09,13.225,749.225,765.925,62.0,4.375,173.0
525,2022-06-10,18.15,746.8,763.2,50.5,5.2,171.0
526,2022-06-11,20.400000000000002,740.1333333333333,756.2333333333332,44.0,6.066666666666666,171.0
527,2022-06-12,19.633333333333336,736.5666666666666,752.6666666666666,58.0,10.666666666666666,170.0
528,2022-06-13,24.625,738.225,753.775,45.5,10.65,170.0
529,2022-06-14,25.866666666666664,738.3666666666667,754.1,43.0,10.6,173.0
530,2022-06-15,23.025,736.475,752.3249999999999,56.0,13.225,170.0
531,2022-06-16,20.0,736.225,752.2,76.5,15.3,170.0
532,2022-06-17,19.7,737.75,753.85,63.0,11.6,169.0
533,2022-06-18,17.95,737.625,753.775,66.25,11.35,169.0
534,2022-06-19,18.4,736.525,752.625,73.0,12.9,175.0
535,2022-06-20,19.125,736.525,752.55,71.75,13.0,177.0
536,2022-06-21,18.925,737.1,753.2,74.75,14.125,178.0
537,2022-06-22,22.400000000000002,737.6999999999999,753.5666666666666,65.33333333333333,14.6,178.0
538,2022-06-23,23.275,734.65,750.425,61.5,15.15,178.0
539,2022-06-24,20.175,734.125,750.0999999999999,64.25,12.85,178.0
540,2022-06-25,20.8,736.875,752.825,69.75,14.8,178.0
541,2022-06-26,23.03333333333333,735.7333333333332,751.5333333333333,70.66666666666667,16.766666666666666,172.0
542,2022-06-27,24.0,732.65,748.375,69.0,17.1,173.0
543,2022-06-28,20.475,734.2,750.15,68.75,13.675,173.0
544,2022-06-29,21.175,738.675,754.7,58.25,11.475,173.0
545,2022-06-30,22.5,733.3,749.15,57.5,12.825,173.0
546,2022-07-01,18.53333333333333,735.6333333333333,751.7333333333332,78.33333333333333,14.666666666666666,171.0
547,2022-07-02,18.425,736.35,752.45,71.75,12.85,171.0
548,2022-07-03,18.475,737.525,753.675,61.25,10.549999999999999,171.0
549,2022-07-04,18.1,739.15,755.35,66.5,10.925,171.0
550,2022-07-05,18.266666666666666,737.4,753.5333333333333,70.66666666666667,12.233333333333334,166.0
551,2022-07-06,18.8,734.275,750.3,71.25,13.399999999999999,118.0
552,2022-07-07,16.85,738.2,754.4,90.5,15.25,120.0
553,2022-07-08,20.775000000000002,741.3,757.4000000000001,63.25,12.275,120.0
554,2022-07-09,20.775,741.575,757.7,59.75,11.6,119.0
555,2022-07-10,20.175,741.4,757.525,67.5,13.399999999999999,118.0
556,2022-07-11,22.825,739.7,755.5749999999999,63.0,14.45,117.0
557,2022-07-12,19.725,742.375,758.575,49.5,7.9,120.0
558,2022-07-13,14.725,742.1,758.55,82.0,11.5,119.0
559,2022-07-14,12.9,744.1,760.8,82.0,9.9,120.0
560,2022-07-15,14.05,741.825,758.4,76.25,9.775,120.0
561,2022-07-16,15.2,739.55,756.0,70.5,9.65,119.0
562,2022-07-17,16.35,737.275,753.6,64.75,9.525,119.0
563,2022-07-18,17.5,735.0,751.2,59.0,9.4,119.0
564,2022-07-19,16.75,736.125,752.25,69.25,10.9,119.0
565,2022-07-20,17.233333333333334,739.8666666666667,756.0333333333333,72.0,11.633333333333333,112.0
566,2022-07-21,18.95,739.1500000000001,755.35,73.5,13.2,111.0
567,2022-07-22,24.6,732.2,747.9,49.0,13.1,112.0
568,2022-07-23,18.950000000000003,733.75,749.75,68.0,11.65,112.0
569,2022-07-24,18.45,734.625,750.675,66.25,11.175,112.0
570,2022-07-25,16.425,737.575,753.8,74.5,11.725,111.0
571,2022-07-26,16.025,741.575,757.95,77.0,11.725000000000001,112.0
572,2022-07-27,16.9,742.125,758.425,73.5,11.575,112.0
573,2022-07-28,18.775,740.4499999999999,756.625,65.25,11.0,112.0
574,2022-07-29,21.049999999999997,736.25,752.2,67.25,14.5,112.0
575,2022-07-30,21.925,734.125,750.0,70.25,16.1,112.0
576,2022-07-31,23.075,734.6,750.425,73.25,16.95,112.0
577,2022-08-01,22.65,734.925,750.725,69.25,16.325,113.0
578,2022-08-02,17.375,738.375,754.6,72.0,11.8,111.0
579,2022-08-03,14.925,742.825,759.25,71.0,9.2,112.0
580,2022-08-04,15.9,743.225,759.625,69.0,9.75,112.0
581,2022-08-05,15.025,743.8,760.325,61.25,7.125,112.0
582,2022-08-06,16.725,744.2,760.6,68.25,9.95,112.0
583,2022-08-07,19.3,742.55,758.825,60.0,9.65,111.0
584,2022-08-08,20.15,741.775,757.925,56.5,9.825,111.0
585,2022-08-09,20.525,742.05,758.175,59.5,11.525,110.0
586,2022-08-10,23.133333333333336,740.5666666666666,756.5333333333333,50.666666666666664,11.533333333333333,110.0
587,2022-08-11,22.1,741.925,757.975,60.5,12.875,110.0
588,2022-08-12,21.275,741.45,757.475,63.25,12.825,110.0
589,2022-08-13,19.075,739.525,755.825,57.5,9.3,111.0
590,2022-08-14,18.925,736.275,752.375,73.5,13.675,110.0
591,2022-08-15,16.075,736.45,752.725,68.0,9.9,111.0
592,2022-08-16,11.466666666666667,737.8000000000001,754.3333333333334,82.66666666666667,8.566666666666666,112.0
593,2022-08-17,11.575,741.0999999999999,757.75,84.0,8.775,112.0
594,2022-08-18,12.875,741.55,758.125,76.25,8.375,112.0
595,2022-08-19,12.375,741.5,758.15,79.0,8.775,112.0
596,2022-08-20,12.55,742.85,759.45,90.75,11.075,111.0
597,2022-08-21,15.1,743.5,760.05,73.5,10.1,111.0
598,2022-08-22,13.05,744.9,761.525,82.0,10.0,111.0
599,2022-08-23,12.299999999999999,749.0666666666666,765.7666666666668,79.33333333333333,8.299999999999999,111.0
600,2022-08-24,12.15,749.65,766.475,84.5,9.524999999999999,112.0
601,2022-08-25,16.75,747.0,763.475,80.0,13.05,111.0
602,2022-08-26,16.475,742.75,759.15,82.75,13.425,111.0
603,2022-08-27,14.025,739.325,755.775,86.5,11.675,109.0
604,2022-08-28,9.8,744.725,761.575,72.75,5.075,109.0
605,2022-08-29,13.7,742.675,759.225,76.75,9.55,111.0
606,2022-08-30,10.666666666666666,747.5333333333333,764.4,61.0,2.1666666666666665,111.0
607,2022-08-31,17.075,741.95,758.275,69.25,10.35,111.0
608,2022-09-01,17.475,741.175,757.425,83.5,14.45,112.0
609,2022-09-02,13.0,741.275,757.825,94.0,12.025,111.0
610,2022-09-03,9.8,751.0,768.0,74.75,5.15,110.0
611,2022-09-04,10.65,746.725,763.5,73.5,5.3,110.0
612,2022-09-05,15.5,741.375,757.825,57.25,6.3999999999999995,113.0
613,2022-09-06,11.066666666666668,740.7666666666668,757.4,83.33333333333333,8.266666666666667,114.0
614,2022-09-07,13.575,737.875,754.3,92.25,12.3,113.0
615,2022-09-08,19.625,737.375,753.5,40.5,5.074999999999999,113.0
616,2022-09-09,12.533333333333333,747.6,764.2999999999998,57.0,4.133333333333334,108.0
617,2022-09-10,10.825,748.0999999999999,764.9749999999999,69.75,4.45,103.0
618,2022-09-11,11.775,742.25,758.95,69.0,5.425,103.0
619,2022-09-12,13.375,737.275,753.725,66.5,6.6,101.0
620,2022-09-13,9.024999999999999,752.0,769.05,63.0,1.9,102.0
621,2022-09-14,8.15,752.95,770.0999999999999,67.0,1.8,103.0
622,2022-09-15,9.875,751.525,768.525,57.5,1.45,102.0
623,2022-09-16,8.85,752.075,769.125,66.75,2.275,102.0
624,2022-09-17,7.775,752.575,769.725,74.25,2.975,102.0
625,2022-09-18,9.0,754.15,771.225,70.25,3.025,102.0
626,2022-09-19,8.833333333333334,750.5666666666666,767.6333333333333,73.0,3.233333333333333,101.0
627,2022-09-20,11.275,745.45,762.225,80.25,7.925000000000001,102.0
628,2022-09-21,11.225000000000001,750.05,766.9000000000001,66.25,5.0,102.0
629,2022-09-22,16.0,744.45,760.9,58.0,7.175,102.0
630,2022-09-23,13.100000000000001,744.225,760.85,53.0,3.25,102.0
631,2022-09-24,9.266666666666667,745.3000000000001,762.1666666666666,44.666666666666664,-2.4,102.0
632,2022-09-25,6.300000000000001,744.3499999999999,761.4,74.5,2.025,102.0
633,2022-09-26,5.6,738.7,755.65,85.0,3.125,103.0
634,2022-09-27,4.6000000000000005,741.2,758.275,81.5,1.5,104.0
635,2022-09-28,4.5,739.075,756.1,88.0,2.5500000000000003,108.0
636,2022-09-29,4.075,741.025,758.175,82.25,1.175,106.0
637,2022-09-30,1.75,748.5,765.8,69.25,-3.825,105.0
638,2022-10-01,0.6749999999999999,755.525,772.925,62.75,-5.8,104.0
639,2022-10-02,2.3,761.325,778.775,64.0,-3.975,104.0
640,2022-10-03,3.05,761.65,779.2,61.0,-4.025,103.0
641,2022-10-04,1.95,758.625,776.275,72.75,-2.7750000000000004,103.0
642,2022-10-05,1.95,752.975,770.5,83.5,-0.925,103.0
643,2022-10-06,3.175,752.0,769.425,88.25,1.35,103.0
644,2022-10-07,3.633333333333333,758.0333333333333,775.5666666666666,85.33333333333333,1.3,103.0
645,2022-10-08,4.325,753.875,771.3,71.75,-1.175,104.0
646,2022-10-09,11.7,745.9,762.7,36.75,-3.05,103.0
647,2022-10-10,11.375,745.325,762.1,47.5,0.22499999999999998,104.0
648,2022-10-11,8.65,747.775,764.65,65.75,2.15,104.0
649,2022-10-12,6.825,745.9000000000001,762.775,76.75,2.875,104.0
650,2022-10-13,3.325,749.85,767.275,87.75,1.425,107.0
651,2022-10-14,3.4,757.375,774.925,82.75,0.6499999999999999,108.0
652,2022-10-15,2.625,759.55,777.2,82.25,-0.325,107.5
653,2022-10-16,1.675,754.575,772.15,79.0,-1.9,107.0
654,2022-10-17,2.275,746.2,763.575,81.5,-0.8,106.0
655,2022-10-18,7.766666666666667,743.0,759.9,73.0,3.1333333333333333,106.0
656,2022-10-19,4.8,746.9666666666667,764.1666666666666,79.66666666666667,1.4333333333333336,106.0
657,2022-10-20,3.3000000000000003,750.0666666666666,767.4333333333334,87.33333333333333,0.9666666666666667,106.0
658,2022-10-21,4.3875,748.2958333333333,765.5541666666667,85.29166666666666,1.7583333333333333,106.0
659,2022-10-22,5.4750000000000005,746.525,763.675,83.25,2.55,106.0
660,2022-10-23,12.975,734.6,751.05,46.25,1.15,105.0
661,2022-10-24,1.625,750.225,767.675,70.75,-3.3,112.0
662,2022-10-25,1.275,752.625,770.2,56.75,-6.675,177.0
663,2022-10-26,-1.6666666666666667,749.9,767.6,74.66666666666667,-5.833333333333333,178.0
664,2022-10-27,0.8250000000000001,747.325,764.825,70.0,-4.375,177.0
665,2022-10-28,4.425,747.275,764.5,63.25,-2.1,175.0
666,2022-10-29,0.875,753.9749999999999,771.6,62.75,-5.625,179.0
667,2022-10-30,-1.25,756.6,774.45,72.0,-5.9,176.0
668,2022-10-31,-3.75,754.0,771.9,77.5,-7.2,174.0
669,2022-11-01,-3.475,753.625,771.525,79.0,-6.85,174.0
670,2022-11-02,1.85,755.1,772.675,78.5,-1.775,174.0
671,2022-11-03,-1.8666666666666665,751.3666666666667,769.1333333333333,86.33333333333333,-3.9333333333333336,167.0
672,2022-11-04,2.2,751.65,769.15,82.5,-0.55,100.0
673,2022-11-05,0.30000000000000004,750.225,767.8,81.5,-2.6999999999999997,102.0
674,2022-11-06,1.1,747.6,765.1,87.33333333333333,-0.7666666666666666,102.0
675,2022-11-07,1.175,744.825,762.225,67.5,-4.45,102.0
676,2022-11-08,-0.42500000000000004,748.375,765.95,75.25,-4.35,101.0
677,2022-11-09,-2.35,750.1,767.875,82.75,-5.1,103.0
678,2022-11-10,0.02500000000000001,753.9749999999999,771.625,68.5,-5.175,102.0
679,2022-11-11,-0.8333333333333334,752.7333333333332,770.4333333333334,79.0,-4.1000000000000005,102.0
680,2022-11-12,0.525,748.3,765.8,72.25,-4.0,102.0
681,2022-11-13,1.8666666666666665,739.6,756.8333333333334,77.66666666666667,-1.7333333333333332,102.5
682,2022-11-14,2.1666666666666665,738.1333333333333,755.2666666666668,83.33333333333333,-0.5333333333333333,103.0
683,2022-11-15,5.05,734.475,751.375,72.25,0.20000000000000007,103.0
684,2022-11-16,3.266666666666667,734.1,751.0666666666666,76.0,-0.6333333333333334,103.0
685,2022-11-17,-0.375,743.3,760.75,60.0,-7.45,103.0
686,2022-11-18,-6.925,754.35,772.5,79.5,-9.975,104.0
687,2022-11-19,-8.75,751.3,769.525,84.25,-11.15,102.0
688,2022-11-20,-9.475,743.2,761.3,81.0,-12.375,100.0
689,2022-11-21,-12.7,747.55,766.025,60.75,-18.8,98.0
690,2022-11-22,-11.233333333333334,745.4666666666667,763.6999999999999,74.66666666666667,-14.866666666666667,97.0
691,2022-11-23,-8.3,739.275,757.2249999999999,63.25,-14.15,96.0
692,2022-11-24,-18.5,753.8499999999999,772.85,65.25,-23.475,97.0
693,2022-11-25,-14.274999999999999,747.45,765.9749999999999,74.0,-17.975,98.5
694,2022-11-26,-24.0,747.4,766.6666666666666,72.0,-27.666666666666668,100.0
695,2022-11-27,-26.125,767.5,787.45,69.5,-30.025,101.0
696,2022-11-28,-20.599999999999998,771.4,791.0,69.33333333333333,-24.8,100.0
697,2022-11-29,-15.975000000000001,770.7,789.95,69.5,-20.375,102.0
698,2022-11-30,-15.899999999999999,767.925,787.125,66.0,-20.875,102.0
699,2022-12-01,-15.425,760.225,779.175,70.75,-19.625,101.0
700,2022-12-02,-19.05,761.05,780.275,78.5,-21.925,101.0
701,2022-12-03,-16.5,761.9333333333334,780.9666666666667,73.33333333333333,-20.23333333333333,105.0
702,2022-12-04,-12.875,761.175,779.925,72.75,-16.925,105.0
703,2022-12-05,-16.825,760.1,779.125,83.5,-19.025000000000002,105.0
704,2022-12-06,-13.025,758.925,777.675,65.75,-18.15,105.0
705,2022-12-07,-12.033333333333333,757.9,776.5,68.0,-16.833333333333332,105.0
706,2022-12-08,-11.733333333333334,758.4333333333334,777.0666666666666,71.66666666666667,-15.966666666666667,105.0
707,2022-12-09,-10.066666666666668,755.6999999999999,774.1,57.333333333333336,-17.033333333333335,105.0
708,2022-12-10,-9.4,752.05,770.35,57.75,-16.325,105.0
709,2022-12-11,-15.3,756.05,774.85,65.25,-20.45,105.0
710,2022-12-12,-23.325,764.35,784.0,81.75,-25.575,104.5
711,2022-12-13,-19.575,752.025,771.075,85.5,-21.375,104.0
712,2022-12-14,-18.925,760.125,779.3,81.5,-21.35,105.0
713,2022-12-15,-18.6,770.825,790.275,81.5,-21.0,105.0
714,2022-12-16,-11.9,768.825,787.7,72.0,-16.05,104.0
715,2022-12-17,-9.65,760.125,778.65,63.0,-15.475,107.0
716,2022-12-18,-11.85,751.475,769.9,77.25,-15.25,104.0
717,2022-12-19,-9.933333333333334,753.7333333333332,772.0333333333333,77.0,-13.233333333333334,105.0
718,2022-12-20,-9.675,747.825,766.05,83.75,-12.025,106.0
719,2022-12-21,-2.4749999999999996,742.375,759.95,73.0,-6.949999999999999,107.0
720,2022-12-22,-1.55,744.575,762.1750000000001,64.25,-7.575,107.0
721,2022-12-23,-9.75,760.275,778.85,56.25,-16.925,111.0
722,2022-12-24,-14.9,761.65,780.6,86.25,-16.7,110.0
723,2022-12-25,-8.975,757.575,775.95,72.25,-13.125,108.0
724,2022-12-26,-6.4,756.95,775.15,77.5,-9.75,105.0
725,2022-12-27,-3.6,756.175,774.175,72.25,-8.0,105.0
726,2022-12-28,-5.9,752.425,770.5,79.5,-9.075,105.0
727,2022-12-29,-7.475,751.375,769.525,66.0,-12.85,105.0
728,2022-12-30,-14.774999999999999,759.025,777.9,81.25,-17.325,105.0
729,2022-12-31,-18.675,762.7,781.95,80.25,-21.3,105.0
730,2023-01-01,-8.528571428571428,748.2285714285715,766.3571428571429,72.42857142857143,-12.728571428571428,105.0
731,2023-01-02,-10.02,755.58,774.0,82.2,-12.540000000000001,105.0
